Experience_Score
1.0190487225717798e+17
1.0190487210585739e+17
1.0190487188523971e+17
1.0190487183998488e+17
8.254280799311107e+18
1.0190487177351749e+17
1.019048717622016e+17
1.0190487149633198e+17
1.019048714256186e+17
1.0190487139450643e+17
1.019048712898541e+17
1.0190487124601555e+17
1.0190487119793102e+17
8.254280798681216e+18
1.0190487083306555e+17
1.0190487077649483e+17
8.254280798474316e+18
8.254280798348168e+18
8.254280798319602e+18
1.0190487050638214e+17
8.254280798114258e+18
1.0190487030132053e+17
1.0190487016272634e+17
1.0190487014575685e+17
1.0190486990109693e+17
8.254280797708802e+18
2.0380969597571824e+17
1.0190486911196558e+17
1.0190486899175714e+17
1.0190486845011542e+17
8.254280796453122e+18
1.0190486821535507e+17
8.254280796208745e+18
1.0190486800888008e+17
8.25428079611371e+18
8.254280796030555e+18
8.254280795866366e+18
1.0190486732440107e+17
8.254280795493155e+18
1.0190486717873698e+17
2.0380968001773133e+17
2.0380967972781942e+17
8.254280794953632e+18
1.0190486643910357e+17
1.019048662778834e+17
1.0190486625949763e+17
1.0190486611949003e+17
8.254280794634585e+18
1.0190486605302262e+17
1.0190486599362512e+17
8.254280794550015e+18
8.254280794532479e+18
8.254280794506881e+18
1.0190486586917358e+17
1.0190486586210371e+17
8.254280794460636e+18
1.019048658041225e+17
8.254280794433908e+18
1.019048657899798e+17
1.0190486574613837e+17
8.254280794390916e+18
8.254280794370268e+18
1.0190486570512664e+17
1.0190486568532746e+17
1.019048656556287e+17
1.019048656018877e+17
1.0190486554107677e+17
8.254280794231534e+18
8.254280794225311e+18
8.254280794149369e+18
1.0190486538692939e+17
8.254280794092235e+18
8.254280794080213e+18
1.019048653119758e+17
1.019048653077327e+17
8.254280794037646e+18
8.25428079402322e+18
1.019048652370222e+17
8.356185620747389e+18
8.254280793936246e+18
1.0190486515075563e+17
1.0190486510125771e+17
1.0190486509842802e+17
1.0190486508711504e+17
8.254280793855919e+18
1.0190486506731586e+17
1.0190486491740869e+17
1.0190486487639694e+17
1.0190486484952787e+17
1.0190486480992954e+17
1.0190486480427306e+17
8.254280793614654e+18
8.25428079358849e+18
8.254280793544084e+18
1.0190486464022318e+17
1.0190486457234238e+17
8.254280793373389e+18
1.019048645002156e+17
1.0190486447758963e+17
1.019048644167787e+17
8.254280793298435e+18
1.0190486441536242e+17
8.254280793287264e+18
1.0190486432909584e+17
1.0190486430222677e+17
8.254280793163237e+18
8.254280793126751e+18
8.254280793068202e+18
8.254280793044019e+18
8.254280792903023e+18
1.0190486392745883e+17
1.0190486388362029e+17
1.0190486375492568e+17
8.254280792597551e+18
8.254280792569692e+18
8.254280792534337e+18
1.0190486347915358e+17
1.019048634777402e+17
1.0190486347632678e+17
1.0190486347208368e+17
8.254280792463485e+18
8.254280792438453e+18
8.254280792363782e+18
1.019048633320761e+17
8.254280792314001e+18
1.0190486322459406e+17
8.254280792215855e+18
1.019048631227714e+17
8.254280792137508e+18
1.0190486286821477e+17
1.0190486285831518e+17
2.0380968959620003e+17
1.0190486276497582e+17
8.254280791820017e+18
1.0190486264759709e+17
8.254280791753832e+18
8.254280791644938e+18
1.0190486246516146e+17
1.0190486241000704e+17
1.019048623548555e+17
1.0190486233081325e+17
8.254280791484424e+18
8.254280791427149e+18
1.019048622247475e+17
1.0190486221484794e+17
1.0190486214413742e+17
8.254280791324476e+18
8.25428079130878e+18
1.019048620960529e+17
8.254280791287708e+18
1.019048620295855e+17
1.0190486200554323e+17
8.254280791210351e+18
8.254280791134972e+18
8.254280791099475e+18
8.254280791081656e+18
8.254280791075575e+18
1.0190486180896782e+17
8.254280791041917e+18
1.0190486178209875e+17
8.254280791017875e+18
1.019048617608833e+17
8.254280790975732e+18
1.0190486172835773e+17
8.25428079093967e+18
1.019048616831029e+17
1.0190486167320333e+17
8.254280790909123e+18
1.0190486161380581e+17
1.019048616123924e+17
1.0190486158835014e+17
1.0190486151905304e+17
8.254280790768266e+18
8.254280790727961e+18
2.0380968683989827e+17
1.0190486142147349e+17
8.25428079069289e+18
1.019048614115739e+17
1.0190486138046174e+17
8.254280790608885e+18
8.25428079058159e+18
8.254280790578338e+18
8.25428079057551e+18
8.254280790575085e+18
8.254280790561367e+18
1.0190486125742362e+17
1.019048612050989e+17
8.254280790503668e+18
1.019048611980261e+17
8.25428079048302e+18
8.254280790422633e+18
1.0190486108206078e+17
8.254280790382186e+18
8.254280790365782e+18
1.0190486102690635e+17
1.019048609943808e+17
1.0190486094771258e+17
1.0190486091942722e+17
8.254280790208803e+18
8.25428079019551e+18
1.0190486085154642e+17
8.254280790175004e+18
8.254280790172599e+18
1.0190486082891755e+17
8.254280790162984e+18
1.0190486074547778e+17
8.254280790043765e+18
1.0190486068608315e+17
1.0190486068466685e+17
1.0190486068325347e+17
8.25428079001732e+18
1.0190486060971328e+17
1.019048605842576e+17
8.254280789933739e+18
8.254280789933032e+18
1.0190486055456174e+17
8.254280789923981e+18
1.0190486055314544e+17
8.254280789917475e+18
8.254280789889757e+18
1.0190486049374794e+17
8.254280789835734e+18
8.865709750394153e+18
8.865709750389344e+18
8.25428078982527e+18
8.865709750382415e+18
8.254280789818905e+18
8.254280789815227e+18
